순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
3272,동대문구_자전거보관대_75,자전거보관대,사용,일반,127.0743187,37.57780796,[],Point,,서울특별시 동대문구 답십리로69길 125,서울특별시 동대문구 장안동 328,2519,,(친환경)자전거 편의시설,10055.55191,2022-01-11 14:47,2022-01-11 14:47,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3273,동대문구_자전거보관대_76,자전거보관대,사용,일반,127.0761911,37.57817749,[],Point,,서울특별시 동대문구 장안벚꽃로 201,서울특별시 동대문구 장안동 328,2520,,(친환경)자전거 편의시설,10246.08474,2022-01-11 14:47,2022-01-11 14:47,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3274,동대문구_자전거보관대_94,자전거보관대,사용,일반,127.0585287,37.58072923,[],Point,,서울특별시 동대문구 전농로20다길 15-14,서울특별시 동대문구 전농동 60-1,2506,,(친환경)자전거 편의시설,8545.740187,2022-01-11 10:58,2022-01-11 10:58,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3275,동대문구_자전거보관대_109,자전거보관대,사용,일반,127.0603751,37.58941815,[],Point,,서울특별시 동대문구 망우로 64,,2496,,(친환경)자전거 편의시설,8932.841595,2022-01-11 10:57,2022-01-11 10:57,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|도로변|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3276,동대문구_자전거보관대_99,자전거보관대,사용,일반,127.0691427,37.59191109,[],Point,,,서울특별시 동대문구 휘경동 7-19,,,(친환경)자전거 편의시설,9844.30884,2022-01-11 10:56,2022-01-11 10:56,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|도로변|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3277,동대문구_자전거보관대_64,자전거보관대,사용,일반,127.0542987,37.58628354,[],Point,,서울특별시 동대문구 전농로38다길 21,서울특별시 동대문구 전농동 103-570,2492,,(친환경)자전거 편의시설,8262.348534,2022-01-11 10:54,2022-01-11 10:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3278,동대문구_자전거보관대_93,자전거보관대,사용,일반,127.0683724,37.58626837,[],Point,,서울특별시 동대문구 한천로 290,서울특별시 동대문구 휘경동 43-138,2511,,(친환경)자전거 편의시설,9625.32328,2022-01-11 10:54,2022-01-11 10:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3279,동대문구_자전거보관대_91,자전거보관대,사용,일반,127.0619614,37.58728793,[],Point,,서울특별시 동대문구 망우로18나길 20,서울특별시 동대문구 휘경동 286-66,2498,,(친환경)자전거 편의시설,9028.167786,2022-01-11 10:53,2022-01-11 10:53,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3280,동대문구_자전거보관대_90,자전거보관대,사용,일반,127.0586953,37.59827551,[],Point,,서울특별시 동대문구 이문로 107,서울특별시 동대문구 이문동 270-1,2450,,(친환경)자전거 편의시설,9066.75304,2022-01-11 10:52,2022-01-11 10:52,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3281,동대문구_자전거보관대_89,자전거보관대,사용,일반,127.0562195,37.59466979,[],Point,,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 이문동 1-3,2447,,(친환경)자전거 편의시설,8705.003604,2022-01-11 10:48,2022-01-11 10:48,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3282,동대문구_자전거보관대_88,자전거보관대,사용,일반,127.0548281,37.59684411,[],Point,,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 이문동 1-3,2447,,(친환경)자전거 편의시설,8654.60907,2022-01-11 10:47,2022-01-11 10:47,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3283,동대문구_자전거보관대_87,자전거보관대,사용,일반,127.0522037,37.59411378,[],Point,,서울특별시 동대문구 경희대로 23,서울특별시 동대문구 회기동 1-5,2447,,(친환경)자전거 편의시설,8309.885966,2022-01-11 10:46,2022-01-11 10:46,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3284,동대문구_자전거보관대_79,자전거보관대,사용,일반,127.0716319,37.58498824,[],Point,,서울특별시 동대문구 장안벚꽃로 291,서울특별시 동대문구 휘경동 49-295,2511,,(친환경)자전거 편의시설,9915.135528,2022-01-11 10:46,2022-01-11 10:46,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3285,동대문구_자전거보관대_78,자전거보관대,사용,일반,127.0699071,37.5845602,[],Point,,서울특별시 동대문구 겸재로 21,서울특별시 동대문구 휘경동 49-6,2511,,(친환경)자전거 편의시설,9737.514353,2022-01-11 10:45,2022-01-11 10:45,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3286,동대문구_자전거보관대_71,자전거보관대,사용,일반,127.0518936,37.59103522,[],Point,,서울특별시 동대문구 회기로18길 2,서울특별시 동대문구 회기동 103-46,2459,,(친환경)자전거 편의시설,8174.620122,2022-01-11 10:44,2022-01-11 10:44,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3287,동대문구_자전거보관대_63,자전거보관대,사용,일반,127.0686148,37.590022,[],Point,,서울특별시 동대문구 한천로 329,서울특별시 동대문구 휘경동 367-1,2502,,(친환경)자전거 편의시설,9741.813911,2022-01-11 10:42,2022-01-11 10:42,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3288,동대문구_자전거보관대_62,자전거보관대,사용,일반,127.0727065,37.58374683,[],Point,,서울특별시 동대문구 장안벚꽃로 279,서울특별시 동대문구 휘경동 49-35,2512,,(친환경)자전거 편의시설,9995.141485,2022-01-11 10:41,2022-01-11 10:41,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3289,동대문구_자전거보관대_58,자전거보관대,사용,일반,127.0649395,37.59070642,[],Point,,서울특별시 동대문구 망우로 106,서울특별시 동대문구 휘경동 34-11,2501,,(친환경)자전거 편의시설,9407.075941,2022-01-11 10:40,2022-01-11 10:40,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3290,동대문구_자전거보관대_56,자전거보관대,사용,일반,127.0564281,37.59447454,[],Point,,서울특별시 동대문구 이문로9길 52,서울특별시 동대문구 이문동 347-34,2451,,(친환경)자전거 편의시설,8717.731369,2022-01-11 10:39,2022-01-11 10:39,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3291,동대문구_자전거보관대_92,자전거보관대,사용,일반,127.0429889,37.57306742,[],Point,,서울특별시 동대문구 천호대로 177,서울특별시 동대문구 답십리동 463-13,2592,,(친환경)자전거 편의시설,6887.364766,2022-01-11 10:33,2022-01-11 10:33,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3292,동대문구_자전거보관대_57,자전거보관대,사용,일반,127.0655606,37.59285585,[],Point,,서울특별시 동대문구 외대역동로6길 3,서울특별시 동대문구 휘경동 372-1,2434,,(친환경)자전거 편의시설,9529.208233,2022-01-11 10:32,2022-01-11 10:32,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3293,동대문구_자전거보관대_82,자전거보관대,사용,일반,127.0436483,37.57400121,[],Point,,서울특별시 동대문구 천호대로47길 34,서울특별시 동대문구 답십리동 552-1,2592,,(친환경)자전거 편의시설,6965.346807,2022-01-11 10:31,2022-01-11 10:31,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3294,동대문구_자전거보관대_51,자전거보관대,사용,일반,127.0690344,37.60233118,[],Point,,서울특별시 동대문구 한천로58길 81-49,서울특별시 동대문구 이문동 189,2421,,(친환경)자전거 편의시설,10177.29465,2022-01-11 10:29,2022-01-11 10:25,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3295,동대문구_자전거보관대_49,자전거보관대,사용,일반,127.0654447,37.59792801,[],Point,,서울특별시 동대문구 외대역동로 114-1,서울특별시 동대문구 이문동 120-1,2426,,(친환경)자전거 편의시설,9683.215329,2022-01-11 10:29,2022-01-11 10:29,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3296,동대문구_자전거보관대_2,자전거보관대,사용,일반,127.0580248,37.59001457,[],Point,,서울특별시 동대문구 회기로 196,서울특별시 동대문구 휘경동 255-38,2446,,(친환경)자전거 편의시설,8725.155835,2022-01-11 10:27,2022-01-11 10:26,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3297,동대문구_자전거보관대_3,자전거보관대,사용,일반,127.0576182,37.58981824,[],Point,,서울특별시 동대문구 회기로 194-1,서울특별시 동대문구 휘경동 319-49,2446,,(친환경)자전거 편의시설,8680.504909,2022-01-11 10:27,2022-01-11 10:26,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3298,동대문구_자전거보관대_4,자전거보관대,사용,일반,127.0582594,37.58961344,[],Point,,서울특별시 동대문구 회기로 196,서울특별시 동대문구 휘경동 267-139,2446,,(친환경)자전거 편의시설,8735.785159,2022-01-11 10:27,2022-01-11 10:27,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3299,동대문구_자전거보관대_1,자전거보관대,사용,일반,127.0672687,37.60278589,[],Point,,서울특별시 동대문구 신이문로 44,서울특별시 동대문구 이문동 220-400,2410,,(친환경)자전거 편의시설,10031.26664,2022-01-11 10:23,2022-01-11 10:23,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3300,동대문구_자전거보관대_73,자전거보관대,사용,일반,127.0500928,37.57345081,[],Point,,서울특별시 동대문구 답십리로38길 19,서울특별시 동대문구 답십리동 474-6,2596,,(친환경)자전거 편의시설,7596.928643,2022-01-11 10:22,2022-01-11 10:22,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3301,동대문구_자전거보관대_34,자전거보관대,사용,일반,127.0537708,37.56632133,[],Point,,서울특별시 동대문구 천호대로 295,서울특별시 동대문구 답십리동 494-8,2604,,(친환경)자전거 편의시설,7910.562742,2022-01-11 10:17,2022-01-11 10:17,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3302,동대문구_자전거보관대_33,자전거보관대,사용,일반,127.0536941,37.56636833,[],Point,,서울특별시 동대문구 천호대로 295-2,서울특별시 동대문구 답십리동 494-8,2604,,(친환경)자전거 편의시설,7903.02338,2022-01-11 10:16,2022-01-11 10:16,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3303,동대문구_자전거보관대_32,자전거보관대,사용,일반,127.0523544,37.56739024,[],Point,,서울특별시 동대문구 천호대로 281,서울특별시 동대문구 답십리동 495-5,2604,,(친환경)자전거 편의시설,7772.695195,2022-01-11 10:14,2022-01-11 10:14,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3304,동대문구_자전거보관대_31,자전거보관대,사용,일반,127.052309,37.56740132,[],Point,,서울특별시 동대문구 천호대로 281,서울특별시 동대문구 답십리동 495-5,2604,,(친환경)자전거 편의시설,7768.20857,2022-01-11 10:14,2022-01-11 10:14,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3305,동대문구_자전거보관대_30,자전거보관대,사용,일반,127.0516375,37.56787836,[],Point,,서울특별시 동대문구 천호대로 269,서울특별시 동대문구 답십리동 496-11,2603,,(친환경)자전거 편의시설,7703.274551,2022-01-11 10:10,2022-01-11 10:10,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
3306,동대문구_자전거보관대_120,자전거보관대,사용,일반,127.0667023,37.58861921,[],Point,,서울특별시 동대문구 망우로 82,서울특별시 동대문구 휘경동 44-4,2500,,(친환경)자전거 편의시설,9520.550923,2024-04-23 16:47,2022-01-11 10:58,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|병원|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
